Norm,Art,Ap,Sub,Nº,Descripció,Imp. mín.,Imp. màx.,Import,Bo,Ex,Punts,Esp.,Seq.
RGC,46,1,,21,"CIRCULAR SENSE MODERAR PROU LA VELOCITAT EN ELS CASOS DE BOIRA DENSA, PLUJA INTENSA, NEVADA O NÚVOLS DE POLS O FUM ",200,200,200,L,N,0,,24505
RGC,49,1,,1,"CIRCULAR A UNA VELOCITAT ANORMALMENT REDUÏDA, SENSE CAUSA JUSTIFICADA, ENTORPINT LA MARXA D'UN ALTRE VEHICLE ",200,200,200,L,N,0,,8211
RGC,50,1,,12,"CIRCULAR ENTRE 31 I 50 KM/H, ESTANT LIMITADA LA VELOCITAT A 30 KM/H ",100,100,100,L,N,0,6,13088
RGC,50,1,,13,"CIRCULAR ENTRE 51 I 60 KM/H, ESTANT LIMITADA LA VELOCITAT A 30 KM/H ",300,300,300,L,N,2,6,13089
RGC,50,1,,14,"CIRCULAR ENTRE 61 I 70 KM/H, ESTANT LIMITADA LA VELOCITAT A 30 KM/H ",400,400,400,L,N,4,6,13090
RGC,50,1,,15,"CIRCULAR ENTRE 71 I 80 KM/H, ESTANT LIMITADA LA VELOCITAT A 30 KM/H ",500,500,500,L,N,6,6,13091
RGC,50,1,,16,"CIRCULAR A MÉS DE 80 KM/H, ESTANT LIMITADA LA VELOCITAT A 30 KM/H ",600,600,600,L,N,6,6,13092
RGC,50,1,,17,"CIRCULAR ENTRE 41 I 60 KM/H, ESTANT LIMITADA LA VELOCITAT A 40 KM/H ",100,100,100,L,N,0,6,13093
RGC,50,1,,18,"CIRCULAR ENTRE 61 I 70 KM/H, ESTANT LIMITADA LA VELOCITAT A 40 KM/H ",300,300,300,L,N,2,6,13094
RGC,50,1,,19,"CIRCULAR ENTRE 71 I 80 KM/H, ESTANT LIMITADA LA VELOCITAT A 40 KM/H ",400,400,400,L,N,4,6,13095
RGC,50,1,,20,"CIRCULAR ENTRE 81 I 90 KM/H, ESTANT LIMITADA LA VELOCITAT A 40 KM/H ",500,500,500,L,N,6,6,13096
RGC,50,1,,21,"CIRCULAR A MÉS DE 90 KM/H, ESTANT LIMITADA LA VELOCITAT A 40 KM/H ",600,600,600,L,N,6,6,13097
RGC,50,1,,22,"CIRCULAR ENTRE 51 I 70 KM/H, ESTANT LIMITADA LA VELOCITAT A 50 KM/H ",100,100,100,L,N,0,6,13098
RGC,50,1,,23,"CIRCULAR ENTRE 71 I 80 KM/H, ESTANT LIMITADA LA VELOCITAT A 50 KM/H ",300,300,300,L,N,2,6,13099
RGC,50,1,,24,"CIRCULAR ENTRE 81 I 90 KM/H, ESTANT LIMITADA LA VELOCITAT A 50 KM/H ",400,400,400,L,N,4,6,13100
RGC,50,1,,25,"CIRCULAR ENTRE 91 I 100 KM/H, ESTANT LIMITADA LA VELOCITAT A 50 KM/H ",500,500,500,L,N,6,6,13101
RGC,50,1,,26,"CIRCULAR A MÉS DE 100 KM/H, ESTANT LIMITADA LA VELOCITAT A 50 KM/H ",600,600,600,L,N,6,6,13102
RGC,50,1,,43,"CIRCULAR ENTRE 21 I 40 KM/H, ESTANT LIMTADA LA VELOCITAT A 20 KM/H ",100,100,100,L,N,0,6,20741
RGC,50,1,,44,"CIRCULAR ENTRE 41 I 50 KM/H, ESTANT LIMITADA LA VELOCITAT A 20 KM/H ",300,300,300,L,N,2,6,20742
RGC,50,1,,45,"CIRCULAR ENTRE 51 I 60 KM/H, ESTANT LIMITADA LA VELOCITAT A 20 KM/H ",400,400,400,L,N,4,6,20743
RGC,50,1,,46,"CIRCULAR ENTRE 61 I 70 KM/H, ESTANT LIMITADA LA VELOCITAT A 20 KM/H ",500,500,500,L,N,6,6,20744
RGC,50,1,,47,"CIRCULAR A MÉS DE 70 KM/H, ESTANT LIMITADA LA VELOCITAT A 20 KM/H ",600,600,600,L,N,6,6,20745
RGC,52,1,,2,CIRCULAR ENTRE 21 I 40 KM/H ESTANT LIMITADA LA VELOCITAT A 20 KM/H ,100,100,100,L,N,0,6,17537
RGC,52,1,,3,CIRCULAR ENTRE 41 I 50 KM/H ESTANT LIMITADA LA VELOCITAT A 20 KM/H ,300,300,300,L,N,2,6,17538
RGC,52,1,,4,CIRCULAR ENTRE 51 I 60 KM/H ESTANT LIMITADA LA VELOCITAT A 20 KM/H ,400,400,400,L,N,4,6,17539
RGC,52,1,,5,CIRCULAR ENTRE 61 I 70 KM/H ESTANT LIMITADA LA VELOCITAT A 20 KM/H ,500,500,500,L,N,6,6,17540
RGC,52,1,,6,CIRCULAR A MES DE 70 KM/H ESTANT LIMITADA LA VELOCITAT A 20 KM/H ,600,600,600,L,N,6,6,17541
RGC,52,2,,1,"CIRCULAR SENSE PORTAR VISIBLE, A LA PART DE DARRERE DEL VEHICLE, EL SENYAL REGLAMENTARI DE LIMITACIÓ DE VELOCITAT FIXADA AL VEHICLE RESSENYAT",6,100,90,L,N,0,,18673
RGC,53,1,,1,REDUIR CONSIDERABLEMENT LA VELOCITAT SENSE QUE HI HAGI PERILL I SENSE AVISAR PRÈVIAMENT ELS VEHICLES QUE EL SEGUEIXEN,200,200,200,L,N,0,,5821
RGC,53,1,,2,REDUIR BRUSCAMENT LA VELOCITAT AMB RISC DE COL.LISIÓ PER ALS VEHICLES QUE EL SEGUEIXEN ,200,200,200,L,N,0,,5822
RGC,54,1,,3,CIRCULAR UNA BICICLETA DARRERE D'UN ALTRE VEHICLE SENSE DEIXAR UN ESPAI LLIURE QUE PERMETI PARAR-SE SENSE COL.LISIONAR EN CAS DE FRENADA BRUSCA,200,200,200,L,N,0,,19572
RGC,54,1,,4,"CIRCULAR DARRERE D'ALTRE VEHICLE SENSE DEIXAR ESPAI LLIURE QUE LI PERMETI DETENIR-SE, SENSE COL.LISIONAR, EN CAS DE FRENADA BRUSCA DEL QUE LI PRECEDEIX",200,200,200,L,N,4,,21597
RGC,54,2,,1,"CIRCULAR DARRERE D'UN ALTRE VEHICLE, SENSE INDICAR LA INTENCIÓ D'AVANÇAR-LO, AMB UNA SEPARACIÓ QUE NO PERMET, A LA VEGADA, ÉSSER AVANÇAT AMB SEGURETAT",200,200,200,L,N,0,,5824
RGC,55,1,,1,CELEBRAR UNA PROVA ESPORTIVA EN UNA VIA OBJECTE DE LA LEGISLACIÓ DE TRÀNSIT SENSE HAVER OBTINGUT L'AUTORITZACIÓ ADMINISTRATIVA PRÈVIA,500,500,500,L,N,0,,5825
RGC,55,1,,2,REALITZAR UNA MARXA CICLISTA O UN ALTRE EVENT SENSE HAVER OBTINGUT L'AUTORITZACIÓ ADMINISTRATIVA PRÈVIA ,500,500,500,L,N,0,,5826
RGC,55,1,,3,CELEBRAR UNA PROVA ESPORTIVA INCOMPLINT LES CONDICIONS FIXADES EN L'AUTORITZACIÓ ADMINISTRATIVA ,500,500,500,L,N,0,,8210
RGC,55,2,,2,"PORTAR A TERME UNA COMPETICIÓ O CARRERA ENTRE VEHICLES, SENSE AUTORITZACIÓ ",500,500,500,L,N,6,,10007
RGC,56,1,,10,"NO CEDIR EL PAS EN INTERSECCIÓ SENYALITZADA, OBLIGANT AL CON DUCTOR D'UN ALTRE VEHICLE, QUE CIRCULA AMB PRIORITAT, A FRE NAR O MANIOBRAR BRUSCAMENT",200,200,200,L,N,4,,17297
RGC,56,2,,1,NO OBEIR LA SENYAL DE DETENCIÓ DE L'AGENT EN SERVEI DE REGULACIÓ DE LA CIRCULACIÓ ,200,200,200,L,N,4,,5986
RGC,56,3,,11,"NO CEDIR EL PAS EN UNA INTERSECCIÓ REGULADA PER SEMÀFORS, OBLIGANT AL CONDUCTOR D'UN ALTRE VEHICLE QUE CIRCULA AMB PRIORITAT A FRENAR O MANIOBRAR BRUSCAMENT",200,200,200,C,N,4,,25754
RGC,56,5,,1,NO CEDIR EL PAS EN UNA INTERSECCIÓ SENYALITZADA AMB SENYAL DE CEDIU EL PAS ,200,200,200,L,N,4,,17298
RGC,56,5,,2,NO CEDIR EL PAS EN UNA INTERSECCIÓ SENYALITZADA AMB SENYAL DE STOP ,200,200,200,L,N,4,,17299
RGC,57,1,,1,"NO CEDIR EL PAS A UN VEHICLE QUE S'ACOSTA PER LA DRETA EN UNA INTERSECCIÓ SENSE SENYALITZAR, DE MANERA QUE SE'L FORÇA A MANIOBRAR BRUSCAMENT",200,200,200,L,N,4,,5829
RGC,57,1,A,2,ACCEDIR A UNA VIA PAVIMENTADA PROVINENT D'UNA VIA SENSE PAVIMENTAR SENSE CEDIR EL PAS A UN VEHICLE QUE HI CIRCULA ,200,200,200,L,N,4,,14760
RGC,57,1,B,2,NO RESPECTAR LA PRIORITAT DE PAS D'UN VEHICLE QUE CIRCULA PER RAÍLS ,200,200,200,L,N,4,,14228
RGC,57,1,C,4,ACCEDIR A UNA GLORIETA SENSE CEDIR EL PAS A UN VEHICLE QUE CIRCULA PER LA MATEIXA ,200,200,200,L,N,4,,14230
RGC,57,1,C,5,"ACCEDIR, EL CONDUCTOR D'UNA BICICLETA, A UNA GLORIETA SENSE RESPECTAR LA PREFERÈNCIA DE PAS D'UN VEHICLE QUE CIRCULA PER LA MATEIXA",200,200,200,L,N,0,,17257
RGC,58,1,,1,"NO MOSTRAR AMB PROU ANTELACIÓ, PER LA FORMA DE CIRCULAR I, ESPECIALMENT, AMB LA REDUCCIÓ PROGRESSIVA DE LA VELOCITAT, QUE ES CEDIRÀ EL PAS EN UNA INTERSECCIÓ",200,200,200,L,N,0,,5833
RGC,59,1,,1,ENTRAR AMB UN VEHICLE EN UNA INTERSECCIÓ AMB UNA SITUACIÓ TAL DE LA CIRCULACIÓ QUE QUEDA DETINGUT DE FORMA QUE IMPEDEIX O OBSTRUEIX LA CIRCULACIÓ TRANSVERSAL,200,200,200,L,N,0,,5834
RGC,59,1,,2,ENTRAR AMB UN VEHICLE EN PAS DE VIANANTS O PAS PER A CICLIS- TES AMB UNA SITUACIÓ TAL DE LA CIRCULACIÓ QUE QUEDA DETINGUT DE FORMA QUE IMPEDEIX O OBSTRUEIX LA CIRCULACIÓ TRANSVERSAL,200,200,200,L,N,0,,5866
RGC,59,2,,1,ESTAR DETINGUT EN INTERSECCIÓ AMB SEMÀFOR OBSTACULITZANT LA CIRCULACIÓ I NO SORTIR EL MÉS AVIAT POSSIBLE SEMPRE QUE ES PUGUI FER SENSE DIFICULTAR LA MARXA DELS ALTRES USUARIS,200,200,200,L,N,0,,5874
RGC,60,1,,1,"NO RESPECTAR PRIORITAT DE PAS DEL VEHICLE QUE ENTRA PRIMER EN UN TRAM DE VIA, SENSE SENYALITZACIÓ EXPRESSA, TANT ESTRET QUE FA IMPOSSIBLE O MOLT DIFICIL EL PAS SIMULTANI DE 2 VEHÍC",200,200,200,L,N,0,,8208
RGC,60,2,,1,NO CIRCULAR PEL LLOC INDICAT PER FER-HO EN UNA VIA AMB OBRES DE REPARACIÓ ,200,200,200,L,N,0,,5877
RGC,60,4,,1,SUPERAR A UN VEHICLE QUE ES TROBA DETINGUT ESPERANT PER PASSAR DAVANT D'UNA OBRA DE REPARACIÓ DE LA VIA ,200,200,200,L,N,0,,5879
RGC,60,5,,1,NO OBEIR LES INDICACIONS DEL PERSONAL DESTINAT A LA REGULACIÓ DEL PAS DE VEHICLES EN TRAMS EN OBRES ,200,200,200,L,N,0,,5880
RGC,61,1,,1,NO RESPECTAR EL SENYAL DE PRIORITAT DE PAS EN UN PONT O UNA OBRA DE PAS L'AMPLADA DEL QUAL NO PERMET L'ENCREUAMENT DE VEHICLES,200,200,200,L,N,0,,5881
RGC,61,2,,1,"NO RETROCEDIR EN PONT O OBRA DE PAS PER DEIXAR PASSAR A AL- TRE VEHICLE QUE CIRCULA EN SENTIT CONTRARI I GAUDEIX DE PRI- ORITAT DE PAS SENYALITZADA, QUAN L'ENCREUAMENT ES IMPOSSIBLE",200,200,200,L,N,0,,5882
RGC,62,1,,1,NO RESPECTAR L'ORDRE DE PREFERÈNCIA EN UN ESTRETALL NO SENYALITZAT EL CONDUCTOR DEL VEHICLE RESSENYAT QUE REGLAMENTÀRIAMENT HA DE FER MARXA ENRERE,200,200,200,L,N,0,,5883
RGC,63,1,,1,NO RESPECTAR LA PREFERÈNCIA DE PAS DE VEHICLE QUE CIRCULA EN SENTIT ASCENDENT EN UN TRAM ESTRET DE GRAN PENDENT QUE FA IMPOSSIBLE O MOLT DIFICIL EL PAS SIMULTANI DE DOS VEHICLES,200,200,200,L,N,0,,5884
RGC,64,,,1,"NO RESPECTAR LA PRIORITAT DEL PAS DELS CICLISTES, AMB RISC PER AQUESTS ",200,200,200,L,N,4,,10009
RGC,64,,,2,NO RESPECTAR LA PRIORITAT DEL PAS DELS CICLISTES  ,200,200,200,L,N,0,,13650
RGC,65,,,1,"NO RESPECTAR LA PRIORITAT DE PAS DELS VIANANTS, AMB RISC PER AQUESTS ",200,200,200,L,N,4,,13651
RGC,65,,,2,NO RESPECTAR LA PRIORITAT DE PAS DELS VIANANTS  ,200,200,200,L,N,0,,13653
RGC,66,1,,1,NO RESPECTAR LA PRIORITAT DE PAS DELS ANIMALS QUE CIRCULEN PER UNA CARRERADA DEGUDAMENT SENYALITZADA ,200,200,200,L,N,0,,24511
RGC,66,1,,2,GIRAR AMB EL VEHICLE PER ENTRAR EN UNA ALTRA VIA SENSE DONAR LA PRIORITAT DE PAS ALS ANIMALS QUE LA TRAVESSEN ,200,200,200,L,N,0,,24512
RGC,66,1,,3,TRAVESSAR AMB UN VEHICLE EL VORAL SENSE DONAR LA PRIORITAT DE PAS ALS ANIMALS QUE HI CIRCULEN PERQUÈ NO DISPOSEN DE CARRERADA,200,200,200,L,N,0,,24513
RGC,67,1,,1,"FER ÚS DE LA PRIORITAT DE PAS, EL CONDUCTOR D'UN VEHICLE DE SERVEI D'URGÈNCIA, SENSE TROBAR-SE EN SERVEI URGENT ",200,200,200,L,N,0,,5910
RGC,68,1,,1,"CONDUIR UN VEHICLE PRIORITARI, EN SERVEI URGENT, SENSE ADOPTAR LES PRECAUCIONS NECESSÀRIES PER NO POSAR EN PERILL A LA RESTA D'USUARIS",200,200,200,L,N,0,,5911
RGC,69,,,3,"NO FACILITAR EL PAS A UN VEHICLE PRIORITARI QUE CIRCULA EN SERVEI D'URGÈNCIA, DESPRÉS DE PERCEBRE ELS SENYALS QUE ANUNCIEN LA SEVA PROXIMITAT",200,200,200,L,N,0,,13662
RGC,69,,,4,NO DETENIR EL VEHICLE AMB LES DEGUDES PRECAUCIONS EN EL COSTAT DRET QUAN UN VEHICLE POLICIAL MANIFESTA LA SEVA PRESÈNCIA REGLAMENTARIAMENT,200,200,200,L,N,0,,13663
RGC,70,1,,1,"CIRCULAR EN SERVEI D'URGÈNCIA, EL CONDUCTOR D'UN VEHICLE NO PRIORITARI, SENSE MOTIU ",200,200,200,L,N,0,,5927
RGC,70,1,,2,NO SENYALITZAR DE FORMA REGLAMENTÀRIA LA CIRCULACIÓ D'UN VEHICLE NO PRIORITARI EN SERVEI D'URGÈNCIA ,200,200,200,L,N,0,,5928
RGC,70,2,,1,NO FACILITAR EL PAS A UN VEHICLE NO PRIORITARI EN SERVEI D'URGÈNCIA ,200,200,200,L,N,0,,5930
RGC,72,1,,3,INCORPORAR-SE A LA CIRCULACIÓ EL CONDUCTOR D'UN VEHICLE SENSE CEDIR EL PAS A ALTRES VEHICLES ,200,200,200,L,N,0,,13664
RGC,72,1,,4,"INCORPORAR-SE A LA CIRCULACIÓ EL CONDUCTOR D'UN VEHICLE SENSE CEDIR EL PAS A ALTRES VEHICLES, EXISTINT PERILL PER A ALTRES USUARIS",200,200,200,L,N,4,,13665
RGC,72,1,,5,"INCOPORAR-SE A LA CIRCULACIÓ PROCEDENT DE LES VIES D'ACCÈS O ZONES DE SERVEI, O D'UNA PROPIETAT LIMÍTROF, SENSE CEDIR EL PAS A ALTRES VEHICLES",200,200,200,L,N,0,,13666
RGC,72,1,,6,"INCOPORAR-SE A LA CIRCULACIÓ PROCEDENT DE LES VIES D'ACCÈS O ZONES DE SERVEI, O D'UNA PROPIETAT LIMÍTROF, SENSE CEDIR EL PAS A ALTRES VEHICLES, AMB PERILL PER A ALTRES USUARIS",200,200,200,L,N,4,,13667
RGC,72,2,,2,"INCORPORAR-SE A UNA VIA D'ÚS PÚBLIC, DES D'UN CAMÍ EXCLUSIVA MENT PRIVAT, SENSE CEDIR PAS A ALTRES VEHICLES QUE CIRCULEN ",200,200,200,L,N,0,,13668
RGC,72,2,,3,"INCORPORAR-SE A UNA VIA D'ÚS PÚBLIC, DES D'UN CAMÍ EXCLUSIVA MENT PRIVAT, SENSE CEDIR PAS A ALTRES VEHICLES QUE CIRCULEN AMB PERILL PER A ALTRES USUARIS",200,200,200,L,N,4,,13669
RGC,72,3,,1,INCORPORAR-SE A LA CIRCULACIÓ SENSE SENYALITZAR ÒPTICAMENT LA MANIOBRA ,6,100,90,L,N,0,,5934
RGC,72,4,,2,"INCORPORAR-SE A LA CALÇADA, DES D'UN CARRIL D'ACCELERACIÓ, SENSE CEDIR EL PAS A ALTRES VEHICLES ",200,200,200,L,N,0,,13670
RGC,72,4,,3,"INCORPORAR-SE A LA CALÇADA, DES D'UN CARRIL D'ACCELERACIÓ, SENSE CEDIR EL PAS A ALTRES VEHICLES, AMB PERILL PER ALTRES USUARIS QUE TRANSITEN PER LA CALÇADA A LA QUE S'INCORPORA",200,200,200,L,N,4,,13671
RGC,73,1,,1,NO FACILITAR LA INCORPORACIÓ A LA CIRCULACIÓ D'ALTRES VEHICLES ,6,100,90,L,N,0,,5936
RGC,73,1,,2,NO FACILITAR A UN VEHICLE DE TRANSPORT COL.LECTIU DE VIATGERS LA INCORPORACIÓ A LA CIRCULACIÓ DES D'UNA PARADA SENYALITZADA,6,100,90,L,N,0,,5937
RGC,73,2,,1,"EN POBLAT, NO FACILITAR LA INCORPORACIÓ A LA CIRCULACIÓ A UN VEHICLE DE TRANSPORT COL.LECTIU DE VIATGERS DES D'UNA PARADA SENYALITZADA",6,100,90,L,N,0,,5938
RGC,74,1,,1,FER UN CANVI DE DIRECCIÓ SENSE ADVERTIR-HO PRÈVIAMENT AMB PROU ANTELACIÓ ALS CONDUCTORS DELS VEHICLES QUE CIRCULEN DARRERE,200,200,200,L,N,0,,5940
RGC,74,1,,2,FER UN CANVI DE DIRECCIÓ PER PRENDRE UNA ALTRA VIA AMB PERILL PER ALS QUE S'ACOSTEN EN SENTIT CONTRARI ,200,200,200,L,N,0,,5941
RGC,74,1,,3,FER UN CANVI DE DIRECCIÓ A L'ESQUERRA SENSE PROU VISIBILITAT ,200,200,200,L,N,0,,5942
RGC,74,2,,1,DESPLAÇAR-SE LATERALMENT PER CANVIAR DE CARRIL SENSE RESPECTAR LA PRIORITAT DEL VEHICLE QUE CIRCULA PEL CARRIL QUE ES PRETÉN OCUPAR,200,200,200,L,N,0,,5943
RGC,75,1,,1,NO ADVERTIR EL PROPÒSIT DE REALITZAR LA MANIOBRA DE CANVI DE DIRECCIÓ AMB ELS SENYALS ÒPTICS CORRESPONENTS ,200,200,200,L,N,0,,13672
RGC,75,1,,2,NO ADVERTIR LA MANIOBRA DE CANVI DE DIRECCIÓ AMB SUFICIENT ANTELACIÓ ,200,200,200,L,N,0,,24521
RGC,75,1,,3,FER UN CANVI DE DIRECCIÓ SENSE COL.LOCAR EL VEHICLE EN EL LLOC ADEQUAT AMB L'ANTELACIÓ NECESSÀRIA ,200,200,200,L,N,0,,24522
RGC,75,1,,4,NO FER LA MANIOBRA DE CANVI DE DIRECCIÓ EN EL MENOR ESPAI I TEMPS POSSIBLES ,200,200,200,L,N,0,,24523
RGC,75,1,,5,FER UN CANVI DE DIRECCIÓ CAP A LA DRETA EN UNA CALÇADA DE SENTIT ÚNIC SENSE SITUAR-SE TANT A PROP COM PUGUI DE LA VORA DRETA DE LA CALÇADA,200,200,200,L,N,0,,24681
RGC,75,1,,6,FER UN CANVI DE DIRECCIÓ CAP A L'ESQUERRA EN UNA CALÇADA DE SENTIT ÚNIC SENSE SITUAR-SE TANT A PROP COM PUGUI DE LA VORA ESQUERRA DE LA CALÇADA,200,200,200,L,N,0,,24682
RGC,75,1,,7,FER CANVI DE DIRECCIÓ CAP A L'ESQUERRA EN CALÇADA AMB DOBLE SENTIT SENSE SITUAR-SE TANT A PROP COM PUGUI DE LA MARCA LON GITUDINAL DE SEPARACIÓ ENTRE SENTITS O L'EIX DE LA CALÇADA,200,200,200,L,N,0,,24683
RGC,75,1,,8,FER CANVI DE DIRECCIÓ CAP A L'ESQUERRA EN UNA CALÇADA AMB DOBLE SENTIT DE CIRCULACIÓ SITUANT EL VEHICLE DE FORMA QUE ENVAEIX LA ZONA DESTINADA AL SENTIT CONTRARI,200,200,200,L,N,0,,24684
RGC,75,1,,9,"FER CANVI DE DIRECCIÓ CAP A L'ESQUERRA EN CALÇADA AMB DOBLE SENTIT DE CIRCULACIÓ I TRES CARRILS SEPARATS PER LÍNIES LONG ITUDINALS DISCONTÍNUES, SENSE COL.LOCAR-SE EN CARRIL CENTRAL",200,200,200,L,N,0,,24685
RGC,75,1,,10,FER UN CANVI DE DIRECCIÓ CAP A L'ESQUERRA SENSE DEIXAR A L'ESQUERRA EL CENTRE DE LA INTERSECCIÓ ,200,200,200,L,N,0,,24686
RGC,76,1,,1,NO ADOPTAR PRECAUCIONS NECESSÀRIES PER EVITAR PERILLS EN FER UN CANVI DE DIRECCIÓ SI PER LES DIMENSIONS DEL VEHICLE O AL- TRES CIRCUMSTÀNCIES NO ÉS POSSIBLE FER-LO REGLAMENTARIAMENT,200,200,200,L,N,0,,5966
RGC,76,2,,1,"FER CANVI DE DIRECCIÓ CAP A L'ESQUERRA AMB UN CICLE O CICLO- MOTOR SENSE SITUAR-SE A LA DRETA, FORA DE LA CALÇADA QUAN NO HI HA UN CARRIL CONDICIONAT PER EFECTUAR EL GIR A L'ESQUERRA",200,200,200,L,N,0,,5967
RGC,78,1,,1,EFECTUAR EL CANVI DE SENTIT DE LA MARXA SENSE ESCOLLIR EL LLOC ADEQUAT PER EFECTUAR LA MANIOBRA DE MANERA QUE S'INTERCEPTI LA VIA EL MENOR TEMPS POSSIBLE,200,200,200,L,N,0,,5968
RGC,78,1,,2,EFECTUAR EL CANVI DE SENTIT DE LA MARXA SENSE ADVERTIR AQUEST PROPÒSIT AMB ELS SENYALS PRECEPTIUS AMB PROU ANTELACIÓ,200,200,200,L,N,0,,5969
RGC,78,1,,4,EFECTUAR EL CANVI DE SENTIT DE LA MARXA DE MANERA QUE S'OBSTACULITZA ELS ALTRES USUARIS DE LA VIA ,200,200,200,L,N,0,,5971
RGC,78,1,,5,"QUEDAR-SE A LA CALÇADA PER EFECTUAR CANVI DE SENTIT, PODENT SORTIR PEL COSTAT DRET, DE FORMA QUE EL VEHICLE IMPEDEIX CON TINUAR LA MARXA DELS VEHICLES QUE CIRCULEN AL SEU DARRERE",200,200,200,L,N,0,,5972
RGC,78,1,,6,REALITZAR UN CANVI DE SENTIT DE LA MARXA POSANT EN PERILL A ALTRES USUARIS DE LA VIA ,200,200,200,L,N,3,,13673
RGC,78,1,,7,"REALITZAR, EL CONDUCTOR D'UNA BICICLETA, UN CANVI DE SENTIT DE LA MARXA POSANT EN PERILL A ALTRES USUARIS DE LA VIA ",200,200,200,L,N,0,,21160
RGC,79,1,,1,EFECTUAR UN CANVI DE SENTIT DE LA MARXA EN UN PAS A NIVELL O EN UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL ,200,200,200,L,N,3,,5973
RGC,79,1,,2,EFECTUAR UN CANVI DE SENTIT DE LA MARXA EN UN TRAM DE VIA ON ES PROHIBEIX L'AVANÇAMENT ,200,200,200,L,N,3,,5974
RGC,79,1,,3,EFECTUAR UN CANVI DE SENTIT DE LA MARXA EN LLOC PROHIBIT  ,200,200,200,L,N,3,,8427
RGC,79,1,,4,"EFECTUAR, AMB UN VEHICLE DE MOBILITAT PERSONAL (VMP), UN CANVI DE SENTIT DE LA MARXA EN LLOC PROHIBIT ",200,200,200,L,N,0,,20740
RGC,80,1,,2,CIRCULAR MARXA ENRERE QUAN ES POT EVITAR AMB UNA ALTRA MANIOBRA ,200,200,200,L,N,0,,13160
RGC,80,2,,1,"CIRCULAR MARXA ENRERE DURANT UN RECORREGUT SUPERIOR A 15 METRES, PER EFECTUAR UNA MANIOBRA DE LA QUAL ÉS COMPLE MENTÀRIA",200,200,200,L,N,0,,5577
RGC,80,2,,2,"CIRCULAR MARXA ENRERE DE MANERA QUE S'ENVAEIX UNA CRUÏLLA DE VIES, PER EFECTUAR UNA MANIOBRA DE LA QUAL ÉS COMPLEMEN TÀRIA",200,200,200,L,N,0,,5581
RGC,80,4,,1,"CIRCULAR MARXA ENRERE, EN SENTIT CONTRARI A L'ESTABLERT  ",500,500,500,L,N,6,,10011
RGC,81,1,,1,NO EFECTUAR LENTAMENT LA MANIOBRA DE MARXA ENRERE  ,200,200,200,L,N,0,,5578
RGC,81,1,,3,EFECTUAR LA MANIOBRA DE MARXA ENRERE SENSE ADOPTAR LES PRECAUCIONS NECESSÀRIES PER NO CAUSAR PERILL A LA RESTA D'USUARIS DE LA VIA,200,200,200,L,N,0,,5580
RGC,81,2,,1,EFECTUAR LA MANIOBRA DE MARXA ENRERE SENSE ADVERTIR-HO AMB ELS SENYALS PRECEPTIUS ,200,200,200,L,N,0,,13674
RGC,81,3,,1,NO DESISTIR DE LA MANIOBRA DE MARXA ENRERA O NO EFECTUAR-LA AMB LA MÀXIMA PRECAUCIÓ TAN AVIAT COM SENT L'AVÍS O S'ADONA DE LA PROXIMITAT D'UN ALTRE VEHICLE,200,200,200,L,N,0,,5677
RGC,81,3,,2,NO DESISTIR DE LA MANIOBRA DE MARXA ENRERA O NO EFECTUAR-LA AMB LA MÀXIMA PRECAUCIÓ TAN AVIAT COM SENT L'AVÍS O S'ADONA DE LA PROXIMITAT D'UNA PERSONA,200,200,200,L,N,0,,5678
RGC,81,3,,3,NO DESISTIR DE LA MANIOBRA DE MARXA ENRERA O NO EFECTUAR-LA AMB LA MÀXIMA PRECAUCIÓ TAN AVIAT COM SENT L'AVÍS O S'ADONA DE LA PROXIMITAT D'UN ANIMAL,200,200,200,L,N,0,,5679
RGC,81,3,,4,NO DESISTIR DE LA MANIOBRA DE MARXA ENRERA O NO EFECTUAR-LA AMB LA MÀXIMA PRECAUCIÓ QUAN HO EXIGEIX LA SEGURETAT ,200,200,200,L,N,0,,5680
RGC,82,1,,1,AVANÇAR A UN VEHICLE PER LA DRETA  ,200,200,200,L,N,0,,5987
RGC,82,2,,1,AVANÇAR UN VEHICLE PER LA DRETA SENSE QUE HI HAGI PROU ESPAI PER FER-HO O SENSE ADOPTAR LES MÀXIMES PRECAUCIONS ,200,200,200,L,N,0,,5988
RGC,82,3,,1,"EN POBLAT, AVANÇAR PER LA DRETA EN UNA CALÇADA D'ALMENYS DOS CARRILS DE CIRCULACIÓ EN EL MATEIX SENTIT DE LA MARXA, AMB PERILL PER A LA RESTA D'USUARIS",200,200,200,L,N,0,,5989
RGC,83,1,,1,"AVANÇAR EN UNA CALÇADA DE VARIS CARRILS EN EL MATEIX SENTIT DE LA MARXA I QUEDAR-SE EN EL CARRIL UTILITZAT, ENTORPINT A ALTRES VEHICLES QUE CIRCULEN DARRERE A MÉS VELOCITAT",200,200,200,L,N,0,,5995
RGC,83,2,,1,AVANÇAR CANVIANT DE CARRIL QUAN HI HA TANTA DENSITAT DE CIRCULACIÓ QUE ELS VEHICLES OCUPEN TOTA L'AMPLADA DE LA CALÇADA,200,200,200,L,N,0,,5996
RGC,84,1,,1,EFECTUAR UN AVANÇAMENT QUE REQUEREIX UN DESPLAÇAMENT LATERAL SENSE ADVERTIR-HO AMB PROU ANTELACIÓ ,200,200,200,L,N,0,,5997
